family,method,run,weighted_mae,weighted_rmse,weighted_bias,weighted_r2,weighted_prediction_mean
permutation,permuted_gated_a1_d0p15,80,2.5810538721933693,3.68435215761172,0.006111591666333371,0.21407499906571725,3.8380252738462897
permutation,permuted_llm_a1p25,81,2.627005751676476,3.874077249945191,-0.6246276554518475,0.13104879740553177,3.2072860267281085
permutation,permuted_gated_a1_d0p15,81,2.5866194005388468,3.692209809217068,0.031227630220067464,0.21071912542496685,3.8631413124000233
permutation,permuted_llm_a1p25,82,2.629345987466143,3.8323657504484525,-0.6659427836967846,0.14965975026384848,3.1659708984831716
permutation,permuted_gated_a1_d0p15,82,2.557109915947407,3.6504484531564487,-0.004858607112097246,0.22847273824378378,3.8270550750678587
permutation,permuted_llm_a1p25,83,2.6207583951447053,3.8453085497758166,-0.6524506680381938,0.14390645400366808,3.179463014141762
permutation,permuted_gated_a1_d0p15,83,2.5626954308325085,3.6638528852722456,0.009374485878359576,0.22279624527670472,3.8412881680583153
permutation,permuted_llm_a1p25,84,2.6325459630782424,3.8831300554625856,-0.6324569191932319,0.12698298418160425,3.199456762986724
permutation,permuted_gated_a1_d0p15,84,2.5818379562839446,3.6955955670578717,0.027245961212595173,0.2092709199847096,3.8591596433925512
permutation,permuted_llm_a1p25,85,2.642452326451487,3.877497602301237,-0.6290939382378007,0.12951375764443063,3.2028197439421553
permutation,permuted_gated_a1_d0p15,85,2.580480268176183,3.689285632057209,0.03541959397591139,0.21196882859735988,3.8673332761558674
permutation,permuted_llm_a1p25,86,2.6509390013744767,3.8824543431800826,-0.6455794205608121,0.1272867890948337,3.186334261619144
permutation,permuted_gated_a1_d0p15,86,2.5841935691168985,3.6830599039248213,0.004014209953903928,0.2146262147626865,3.8359278921338595
permutation,permuted_llm_a1p25,87,2.661299045606305,3.886845834730349,-0.650935938475665,0.12531139937817126,3.1809777437042914
permutation,permuted_gated_a1_d0p15,87,2.5902527012064773,3.6753908037336527,0.016948968437412774,0.21789351942401403,3.848862650617369
permutation,permuted_llm_a1p25,88,2.654203823487659,3.917723581405938,-0.6545306294995878,0.11135885593558992,3.1773830526803684
permutation,permuted_gated_a1_d0p15,88,2.5841199851253247,3.703105630012926,0.009029578108343081,0.206053869311421,3.840943260288299
permutation,permuted_llm_a1p25,89,2.653713606588051,3.8848260177815033,-0.6301813865343113,0.12622023492039247,3.2017322956456447
permutation,permuted_gated_a1_d0p15,89,2.5981700256429745,3.7006081534292092,0.03127289487978181,0.20712442652463758,3.863186577059738
