method,sample_size,seed,calibration_rows,event_alpha,weighted_mae,weighted_rmse,weighted_bias,weighted_r2,weighted_prediction_mean,exact_rounded_accuracy,within_2_trips,within_3_trips,weighted_within_2_trips,weighted_within_3_trips
llm_rule_small_hist_calibrated_n50,50,20265624,50,1.0,2.678201418192819,3.832453982675657,-0.0618694859482255,0.14962059519218962,3.7700441962317304,0.12175345242620043,0.4896743950335741,0.6822500950209046,0.4880915307413696,0.6896700037922221
llm_rule_small_hist_calibrated_n50,50,20265625,50,1.0,3.6445539704299454,4.432125224787993,2.148433676864531,-0.13732053487763674,5.9803473590444876,0.06385404789053592,0.27733434688964903,0.42974787786646396,0.27117823321226164,0.4312179512288594
llm_rule_small_hist_calibrated_n50,50,20265626,50,1.0,2.904010958755847,3.871013526059393,0.7477649749331686,0.13242263365262474,4.579678657113125,0.094007348283289,0.4055492208285823,0.6204231597618143,0.3939979056093534,0.619926220850313
llm_rule_small_hist_calibrated_n50,50,20265627,50,1.0,2.8042529334106443,3.829908183803694,0.47181380305940473,0.15074998951643415,4.303727485239361,0.10705688584821994,0.45065247687824656,0.637020144431775,0.4381628751369617,0.6359951878693627
llm_rule_small_hist_calibrated_n50,50,20265628,50,1.0,2.804946365042948,3.923800908342027,0.21096981814029797,0.10859972735914125,4.0428835003202535,0.10769035854554669,0.43380210312935513,0.6603319396933992,0.42698593107311344,0.660876018521313
llm_rule_small_hist_calibrated_n50,50,20265629,50,1.0,2.7171045301645114,4.000277225400871,-0.3652309766315844,0.07351367153616106,3.4666827055483718,0.12694792854427975,0.5000633472697327,0.68237678956037,0.4994219086499386,0.6918086701768212
llm_rule_small_hist_calibrated_n100,100,20270610,100,1.0,2.7729621372826783,4.116920787883115,-0.4893852855621269,0.018695347784630223,3.3425283966178294,0.11693905992651717,0.4944887875332573,0.6861776257443304,0.4952115372017556,0.6959141427237757
llm_rule_small_hist_calibrated_n100,100,20270611,100,1.0,3.481950295231013,4.312885874201152,2.066207071032071,-0.07694808454512159,5.8981207532120274,0.07031546940326872,0.3164829595844419,0.4925883694412771,0.3078773089158498,0.4866526054196269
llm_rule_small_hist_calibrated_n100,100,20270612,100,1.0,3.6629149518961066,4.542561391675561,2.3320565521077055,-0.19470435450598034,6.163970234287662,0.07449638920562524,0.29051057899404537,0.45863423286456356,0.2788173621337577,0.4455836594801881
llm_rule_small_hist_calibrated_n100,100,20270613,100,1.0,2.686691786923628,3.82173769386038,-0.00959144533633049,0.15436959967178854,3.8223222368436254,0.13987077156974534,0.48194602812618775,0.6819967059419739,0.4775279992957959,0.681702054492548
