method,seed,calibration_fraction,calibration_rows,test_rows,mae,rmse,bias,r2,weighted_mae,weighted_rmse,weighted_bias,weighted_r2,weighted_target_mean,weighted_prediction_mean,device
residual_tabular_plus_llm,44,0.05,395,7498,2.762813504011226,3.95884978253775,0.021542650154349835,0.06743185828228304,2.8244125366858874,4.0583190646781695,0.29713597215483667,0.05061199377016401,3.8450776469754793,4.142213619130316,cuda
historical_xgboost,45,0.05,395,7498,3.992121738763007,4.9190678651295965,3.152676056340142,-0.4321941039844994,4.327181368462183,5.305568866229071,3.589827281233337,-0.615021268545739,3.842882281824219,7.432709563057555,cuda
bias_shift_calibration,45,0.05,395,7498,2.677075876772852,3.8040359711496414,-0.6512482447598038,0.14350371625664882,2.7202299988452756,3.8762252321969104,-0.20669785048910833,0.13795022578825245,3.842882281824219,3.6361844313351104,cuda
residual_llm_only,45,0.05,395,7498,2.9437418199278698,4.133708314350565,-0.2698950687069103,-0.011383606099782728,3.053833150642489,4.285672171334705,0.14438444095419542,-0.053785523102707566,3.842882281824219,3.9872667227784144,cuda
residual_tabular_only,45,0.05,395,7498,2.665023214564574,3.817493022163281,-0.2727579285730264,0.13743316321963717,2.7154304566424092,3.85189170156274,-0.0009541160879666563,0.14873952271924318,3.842882281824219,3.8419281657362525,cuda
residual_tabular_plus_llm,45,0.05,395,7498,2.6483089963923647,3.8060149148150564,-0.2409053756002109,0.14261234783357413,2.7016829978875627,3.833865825416667,0.02255938218813388,0.15668824632228884,3.842882281824219,3.865441664012353,cuda
historical_xgboost,46,0.05,395,7498,4.0232127107725555,4.956383437948378,3.1873451122508807,-0.4639300166234377,4.372661119195613,5.358022659770592,3.639894345083034,-0.6573888501314704,3.812689830913824,7.452584175996859,cuda
bias_shift_calibration,46,0.05,395,7498,2.7197189513954747,3.799611071052546,0.2766014919641154,0.1396625847144516,2.8627814918791645,3.990097553403374,0.7355081561832063,0.08085855653716634,3.812689830913824,4.54819798709703,cuda
residual_llm_only,46,0.05,395,7498,2.9964804962877594,4.133450684690359,0.46460161148055007,-0.018160026904312287,3.1576035804245075,4.350391520872536,0.9261569197632745,-0.09262720201601882,3.812689830913824,4.738846750677099,cuda
residual_tabular_only,46,0.05,395,7498,2.7814145787584525,3.8745627305608985,0.4308649787555602,0.10538553729765265,2.9286046678659168,4.036130610494554,0.804572613588585,0.05952827243182035,3.812689830913824,4.617262444502409,cuda
residual_tabular_plus_llm,46,0.05,395,7498,2.7812285482422388,3.8561214604630587,0.4474701967262274,0.11388123953100915,2.9190966744733426,4.010486919434787,0.80857642872955,0.07144094530579603,3.812689830913824,4.621266259643375,cuda
